,Image,Description,Reference,Match,Book,Cleaned_Description,Lemmatized_Description,Stemmed_Description,split
100,dataset/images/9.pdf/page_256_image_1.jpeg,The location of the left atrial appendage1,[],Figure 108,9.pdf,location left atrial appendage1,location left atrial appendage1,locat left atrial appendage1,train
101,dataset/images/9.pdf/page_258_image_1.jpeg,Segmentation of the atrial component as opposed to the ventricular and arterial components1,[],Figure 109,9.pdf,segmentation atrial component opposed ventricular arterial components1,segmentation atrial component opposed ventricular arterial components1,segment atrial compon oppos ventricular arteri components1,train
102,dataset/images/9.pdf/page_260_image_1.jpeg,The left anterior oblique view of the left atrial appendage,[],Figure 110,9.pdf,left anterior oblique view left atrial appendage,left anterior oblique view left atrial appendage,left anterior obliqu view left atrial appendag,train
103,dataset/images/9.pdf/page_262_image_1.jpeg,The left anterior oblique view of the catheter placed in the left atrial appendage,[],Figure 111,9.pdf,left anterior oblique view catheter placed left atrial appendage,left anterior oblique view catheter placed left atrial appendage,left anterior obliqu view cathet place left atrial appendag,train
104,dataset/images/9.pdf/page_264_image_1.jpeg,Morphological variation of the left atrial appendage1,[],Figure 112,9.pdf,morphological variation left atrial appendage1,morphological variation left atrial appendage1,morpholog variat left atrial appendage1,train
105,dataset/images/9.pdf/page_268_image_1.jpeg,The atrioventricular junction viewed from the right posterior direction1,[],Figure 113,9.pdf,atrioventricular junction viewed right posterior direction1,atrioventricular junction viewed right posterior direction1,atrioventricular junction view right posterior direction1,train
106,dataset/images/9.pdf/page_270_image_1.jpeg,Atrioventricular nodal artery and the mitral valve1,['of the left ventricle  Refer to  In the right image  the'],Figure 114,9.pdf,atrioventricular nodal artery mitral valve1,atrioventricular nodal artery mitral valve1,atrioventricular nodal arteri mitral valve1,train
107,dataset/images/9.pdf/page_272_image_1.jpeg,The mitral valve showing the mitral annular disjunction1,[],Figure 115,9.pdf,mitral valve showing mitral annular disjunction1,mitral valve showing mitral annular disjunction1,mitral valv show mitral annular disjunction1,train
108,dataset/images/9.pdf/page_274_image_1.jpeg,The transaortic retrograde approach ablating the endocardial side of the left ventricular summit near the superolateral commissure,[],Figure 116,9.pdf,transaortic retrograde approach ablating endocardial side left ventricular summit near superolateral commissure,transaortic retrograde approach ablating endocardial side left ventricular summit near superolateral commissure,transaort retrograd approach ablat endocardi side left ventricular summit near superolater commissur,train
109,dataset/images/9.pdf/page_276_image_1.jpeg,The transaortic retrograde approach to map the subvalvular region of the mitral valve and the infero septal recess,[],Figure 117,9.pdf,transaortic retrograde approach map subvalvular region mitral valve infero septal recess,transaortic retrograde approach map subvalvular region mitral valve infero septal recess,transaort retrograd approach map subvalvular region mitral valv infero septal recess,train
110,dataset/images/9.pdf/page_278_image_1.jpeg,The mitral valve complex viewed from the right anterior oblique direction1,[],Figure 118,9.pdf,mitral valve complex viewed right anterior oblique direction1,mitral valve complex viewed right anterior oblique direction1,mitral valv complex view right anterior obliqu direction1,train
111,dataset/images/9.pdf/page_284_image_1.jpeg,The left ventricle divided into septal and lateral parts1,['the anterior mitral leaflet  Refer to'],Figure 120,9.pdf,left ventricle divided septal lateral parts1,left ventricle divided septal lateral parts1,left ventricl divid septal later parts1,train
112,dataset/images/9.pdf/page_286_image_1.jpeg,Septal and lateral surface of the left ventricle1,[],Figure 121,9.pdf,septal lateral surface left ventricle1,septal lateral surface left ventricle1,septal later surfac left ventricle1,train
113,dataset/images/9.pdf/page_288_image_1.jpeg,The frontal section of the heart viewed from the posterior direction1,['The paired section of this image is'],Figure 122,9.pdf,frontal section heart viewed posterior direction1,frontal section heart viewed posterior direction1,frontal section heart view posterior direction1,train
114,dataset/images/9.pdf/page_290_image_1.jpeg,The catheter placed at the superolateral and inferomedial papillary muscles,[],Figure 123,9.pdf,catheter placed superolateral inferomedial papillary muscles,catheter placed superolateral inferomedial papillary muscle,cathet place superolater inferomedi papillari muscl,valid
115,dataset/images/9.pdf/page_292_image_1.jpeg,The catheter placed at the superolateral papillary muscle,[],Figure 124,9.pdf,catheter placed superolateral papillary muscle,catheter placed superolateral papillary muscle,cathet place superolater papillari muscl,train
116,dataset/images/9.pdf/page_294_image_1.jpeg,The catheter placed at the inferomedial papillary muscle,[],Figure 125,9.pdf,catheter placed inferomedial papillary muscle,catheter placed inferomedial papillary muscle,cathet place inferomedi papillari muscl,train
117,dataset/images/9.pdf/page_296_image_1.jpeg,The left ventricular apical thinning1,[],Figure 126,9.pdf,left ventricular apical thinning1,left ventricular apical thinning1,left ventricular apic thinning1,valid
118,dataset/images/9.pdf/page_298_image_1.jpeg,The catheter placed at the left ventricular apex,[],Figure 127,9.pdf,catheter placed left ventricular apex,catheter placed left ventricular apex,cathet place left ventricular apex,train
119,dataset/images/9.pdf/page_304_image_1.jpeg,Sagittal sections of the left ventricular outflow tract1,[],Figure 129,9.pdf,sagittal sections left ventricular outflow tract1,sagittal section left ventricular outflow tract1,sagitt section left ventricular outflow tract1,valid
120,dataset/images/9.pdf/page_308_image_1.jpeg,The horizontal plane at the level of the left ventricular outflow tract viewed from the inferior direction1,['The paired section of this image is'],Figure 131,9.pdf,horizontal plane level left ventricular outflow tract viewed inferior direction1,horizontal plane level left ventricular outflow tract viewed inferior direction1,horizont plane level left ventricular outflow tract view inferior direction1,train
121,dataset/images/9.pdf/page_310_image_1.jpeg,The anterior mitral leaflet and its relationship to the left ventricular outflow tract viewed from the left anterior oblique direction1,[],Figure 132,9.pdf,anterior mitral leaflet relationship left ventricular outflow tract viewed left anterior oblique direction1,anterior mitral leaflet relationship left ventricular outflow tract viewed left anterior oblique direction1,anterior mitral leaflet relationship left ventricular outflow tract view left anterior obliqu direction1,train
122,dataset/images/9.pdf/page_314_image_1.jpeg,The structural relationship surrounding the aortic root1,[],Figure 133,9.pdf,structural relationship surrounding aortic root1,structural relationship surrounding aortic root1,structur relationship surround aortic root1,train
123,dataset/images/9.pdf/page_316_image_1.jpeg,The en face view of the aortic valvular orifice and noncoronary aortic sinusleaflet1,[],Figure 134,9.pdf,en face view aortic valvular orifice noncoronary aortic sinusleaflet1,en face view aortic valvular orifice noncoronary aortic sinusleaflet1,en face view aortic valvular orific noncoronari aortic sinusleaflet1,train
124,dataset/images/9.pdf/page_318_image_1.jpeg,The posterior view of the aortic root1,['and left coronary artery  Refer to  Therefore  the superior attachment demarcates'],Figure 135,9.pdf,posterior view aortic root1,posterior view aortic root1,posterior view aortic root1,valid
125,dataset/images/9.pdf/page_322_image_1.jpeg,The pair of the parasternal left ventricular longaxis sections1,[],Figure 137,9.pdf,pair parasternal left ventricular longaxis sections1,pair parasternal left ventricular longaxis sections1,pair parastern left ventricular longaxi sections1,train
126,dataset/images/9.pdf/page_324_image_1.jpeg,The pair of the frontal section cut at the level of the left coronary artery orifice1,[],Figure 138,9.pdf,pair frontal section cut level left coronary artery orifice1,pair frontal section cut level left coronary artery orifice1,pair frontal section cut level left coronari arteri orifice1,train
127,dataset/images/9.pdf/page_326_image_1.jpeg,The left ventricular cone and threepointed coronet of the aortic root1,[],Figure 139,9.pdf,left ventricular cone threepointed coronet aortic root1,left ventricular cone threepointed coronet aortic root1,left ventricular cone threepoint coronet aortic root1,train
128,dataset/images/9.pdf/page_330_image_1.jpeg,The septal branches1,[],Figure 140,9.pdf,septal branches1,septal branches1,septal branches1,train
129,dataset/images/9.pdf/page_332_image_1.jpeg,The coronary orifices1,[],Figure 141,9.pdf,coronary orifices1,coronary orifices1,coronari orifices1,train
130,dataset/images/9.pdf/page_334_image_1.jpeg,The right and left coronary arteries1,[],Figure 142,9.pdf,right left coronary arteries1,right left coronary arteries1,right left coronari arteries1,train
